"","n","V2"
"1804",1424,71
"1805",1425,60
"1806",1426,72
"1807",1427,48
"1808",1428,83
"1809",1429,25
"1810",1430,48
"1811",1431,71
"1812",1432,36
"1813",1432,83
"1814",1433,83
"1815",1434,59
"1816",1435,60
"1817",1436,48
"1818",1436,71
"1819",1437,13
"1820",1437,48
"1821",1438,48
"1822",1438,49
"1823",1438,72
"1824",1438,83
"1825",1439,48
"1826",1440,71
"1827",1441,71
"1828",1442,25
"1829",1443,24
"1830",1443,36
"1831",1444,47
"1832",1444,83
"1833",1445,59
"1834",1446,48
"1835",1447,83
"1836",1448,60
"1837",1449,24
"1838",1449,48
"1839",1450,71
"1840",1451,83
"1841",1452,71
"1842",1453,37
"1843",1454,36
"1844",1455,25
"1845",1456,60
"1846",1457,83
"1847",1458,59
"1848",1459,59
"1849",1460,72
"1850",1461,48
"1851",1461,71
"1852",1462,83
"1853",1463,60
"1854",1464,71
"1855",1465,37
"1856",1465,60
"1857",1465,71
"1858",1466,83
"1859",1467,71
"1860",1468,59
"1861",1468,71
"1862",1469,36
"1863",1470,1
"1864",1471,83
"1865",1472,47
"1866",1473,60
"1867",1474,83
"1868",1475,25
"1869",1476,47
"1870",1477,71
"1871",1478,25
"1872",1478,60
"1873",1479,60
"1874",1480,48
"1875",1480,72
"1876",1481,36
"1877",1482,71
"1878",1483,71
"1879",1484,25
"1880",1485,25
"1881",1485,37
"1882",1486,36
"1883",1486,71
"1884",1487,71
"1885",1488,47
"1886",1489,25
"1887",1489,60
"1888",1490,83
"1889",1491,59
"1890",1492,72
"1891",1493,59
"1892",1494,72
"1893",1495,72
"1894",1495,83
"1895",1496,13
"1896",1497,59
"1897",1498,47
"1898",1498,59
"1899",1498,72
"1900",1499,13
"1901",1499,25
"1902",1499,60
"1903",1500,72
"1904",1501,60
"1905",1502,60
"1906",1503,48
"1907",1504,60
"1908",1505,59
"1909",1506,48
"1910",1506,60
"1911",1507,59
"1912",1508,72
"1913",1509,25
"1914",1510,60
"1915",1511,71
"1916",1512,60
"1917",1513,59
"1918",1514,59
"1919",1515,60
"1920",1516,48
"1921",1516,59
"1922",1517,37
"1923",1518,36
"1924",1518,47
"1925",1519,60
"1926",1520,37
"1927",1521,71
"1928",1522,60
"1929",1523,60
"1930",1523,71
"1931",1524,36
"1932",1524,48
"1933",1525,37
"1934",1526,25
"1935",1527,35
"1936",1527,71
"1937",1528,25
"1938",1528,49
"1939",1529,37
"1940",1529,60
"1941",1530,47
"1942",1531,1
"1943",1532,60
"1944",1532,83
"1945",1533,48
"1946",1534,48
"1947",1535,83
"1948",1536,48
"1949",1537,48
"1950",1537,59
"1951",1537,71
"1952",1538,48
"1953",1539,48
"1954",1539,83
"1955",1540,12
"1956",1541,48
"1957",1542,71
"1958",1543,72
"1959",1544,60
"1960",1545,1
"1961",1546,59
"1962",1546,60
"1963",1547,60
"1964",1548,60
"1965",1548,72
"1966",1549,60
"1967",1550,60
"1968",1551,59
"1969",1552,60
"1970",1553,59
"1971",1553,71
"1972",1554,48
"1973",1554,49
"1974",1555,47
"1975",1556,47
"1976",1557,36
"1977",1558,83
"1978",1559,25
"1979",1560,60
"1980",1561,83
"1981",1562,36
"1982",1562,47
"1983",1563,36
"1984",1564,71
"1985",1565,83
"1986",1566,48
"1987",1567,72
"1988",1568,72
"1989",1569,72
"1990",1570,59
"1991",1571,36
"1992",1572,47
"1993",1573,48
"1994",1573,60
"1995",1574,60
"1996",1575,71
"1997",1576,71
"1998",1577,71
"1999",1578,24
"2000",1579,24
"2001",1579,72
"2002",1580,83
"2003",1581,48
"2004",1582,71
"2005",1583,72
"2006",1583,83
"2007",1584,83
"2008",1585,25
"2009",1586,48
"2010",1587,71
"2011",1588,59
"2012",1588,71
"2013",1589,72
"2014",1590,48
"2015",1590,72
"2016",1591,60
"2017",1592,59
"2018",1593,72
"2019",1594,24
"2020",1595,59
"2021",1596,37
"2022",1596,47
"2023",1596,60
"2024",1597,60
"2025",1598,37
"2026",1599,82
"2027",1600,59
"2028",1601,59
"2029",1602,36
"2030",1602,47
"2031",1603,59
"2032",1604,36
"2033",1604,59
"2034",1605,60
"2035",1606,48
"2036",1607,13
"2037",1607,60
"2038",1608,48
"2039",1609,25
"2040",1610,60
"2041",1611,59
"2042",1612,59
"2043",1613,71
"2044",1614,59
"2045",1615,36
"2046",1616,71
"2047",1617,59
"2048",1618,59
"2049",1619,48
"2050",1620,48
"2051",1620,59
"2052",1621,71
"2053",1622,60
"2054",1623,49
"2055",1624,71
"2056",1625,71
"2057",1626,60
"2058",1627,59
"2059",1628,47
"2060",1629,48
"2061",1630,60
"2062",1631,36
"2063",1632,83
"2064",1633,37
"2065",1634,60
"2066",1635,48
"2067",1636,48
"2068",1637,24
"2069",1638,60
"2070",1639,25
"2071",1640,48
"2072",1640,60
"2073",1640,71
"2074",1641,59
"2075",1642,48
"2076",1643,59
"2077",1644,36
"2078",1644,59
"2079",1645,59
"2080",1645,72
"2081",1646,60
"2082",1647,71
"2083",1648,37
"2084",1648,48
"2085",1649,60
"2086",1650,13
"2087",1651,48
"2088",1652,71
"2089",1653,71
"2090",1654,48
"2091",1655,60
"2092",1656,82
"2093",1657,71
"2094",1658,36
"2095",1658,59
"2096",1659,35
"2097",1660,60
"2098",1661,47
"2099",1661,59
"2100",1661,72
"2101",1661,83
"2102",1662,59
"2103",1663,12
"2104",1664,35
"2105",1665,48
"2106",1666,72
"2107",1667,48
"2108",1668,60
"2109",1669,60
"2110",1670,47
"2111",1671,59
"2112",1671,83
"2113",1672,60
"2114",1673,71
"2115",1674,49
"2116",1674,60
"2117",1674,83
"2118",1675,71
"2119",1676,48
"2120",1677,59
"2121",1678,25
"2122",1678,60
"2123",1679,48
"2124",1680,1
"2125",1680,60
"2126",1681,25
"2127",1682,48
"2128",1682,60
"2129",1683,60
"2130",1683,72
"2131",1684,71
"2132",1685,71
"2133",1686,48
"2134",1686,71
"2135",1687,47
"2136",1688,60
"2137",1689,47
"2138",1690,48
"2139",1691,25
"2140",1691,60
"2141",1692,72
"2142",1693,60
"2143",1694,72
"2144",1695,60
"2145",1696,60
"2146",1697,48
"2147",1697,59
"2148",1698,24
"2149",1698,59
"2150",1698,83
"2151",1699,83
"2152",1700,36
"2153",1700,59
"2154",1701,60
"2155",1702,71
"2156",1703,71
"2157",1704,47
"2158",1704,59
"2159",1705,37
"2160",1706,48
"2161",1707,35
"2162",1708,59
"2163",1708,72
"2164",1709,25
"2165",1710,60
"2166",1711,48
"2167",1712,60
"2168",1713,60
"2169",1714,72
"2170",1715,71
"2171",1716,71
"2172",1717,59
"2173",1717,71
"2174",1718,37
"2175",1719,60
"2176",1720,59
"2177",1721,47
"2178",1722,71
"2179",1723,59
"2180",1724,60
"2181",1725,72
"2182",1726,48
"2183",1727,36
"2184",1728,59
"2185",1729,83
"2186",1730,48
"2187",1731,36
"2188",1732,24
"2189",1733,71
"2190",1734,48
"2191",1735,59
"2192",1735,60
"2193",1736,36
"2194",1736,71
"2195",1737,60
"2196",1738,49
"2197",1739,36
"2198",1740,60
"2199",1741,59
"2200",1742,36
"2201",1742,71
"2202",1743,48
"2203",1744,72
"2204",1745,59
"2205",1746,48
"2206",1747,48
"2207",1748,71
"2208",1749,48
"2209",1750,26
"2210",1751,47
"2211",1751,59
"2212",1752,71
"2213",1753,59
"2214",1753,94
"2215",1754,48
"2216",1755,36
"2217",1755,83
"2218",1756,72
"2219",1756,83
"2220",1757,48
"2221",1758,71
"2222",1759,71
"2223",1760,48
"2224",1761,37
"2225",1762,47
"2226",1763,60
"2227",1764,12
"2228",1765,59
"2229",1766,47
"2230",1767,59
"2231",1768,48
"2232",1769,71
"2233",1769,72
"2234",1770,71
"2235",1771,23
"2236",1771,71
"2237",1772,71
"2238",1773,24
"2239",1774,60
"2240",1775,71
"2241",1776,47
"2242",1776,60
"2243",1777,47
"2244",1778,47
"2245",1778,83
"2246",1779,48
"2247",1779,71
"2248",1780,71
"2249",1781,48
"2250",1782,13
"2251",1782,37
"2252",1782,83
"2253",1783,71
"2254",1784,59
"2255",1785,25
"2256",1786,25
"2257",1786,60
"2258",1787,72
"2259",1787,83
"2260",1788,83
"2261",1789,60
"2262",1790,48
"2263",1790,71
"2264",1791,48
"2265",1791,83
"2266",1792,59
"2267",1793,25
"2268",1793,48
"2269",1794,48
"2270",1794,59
"2271",1794,71
"2272",1795,25
"2273",1796,83
"2274",1797,60
"2275",1798,37
"2276",1799,59
"2277",1800,25
"2278",1801,71
"2279",1802,37
"2280",1802,48
"2281",1803,60
"2282",1804,48
"2283",1805,59
"2284",1806,72
"2285",1807,82
"2286",1808,13
"2287",1809,36
"2288",1810,48
"2289",1811,2
"2290",1812,59
"2291",1813,25
"2292",1814,60
"2293",1815,13
"2294",1815,60
"2295",1816,48
"2296",1816,71
"2297",1817,1
"2298",1817,47
"2299",1818,60
"2300",1819,48
"2301",1820,13
"2302",1821,48
"2303",1821,60
"2304",1822,59
"2305",1822,60
"2306",1823,71
"2307",1823,83
"2308",1824,37
"2309",1825,24
"2310",1826,71
"2311",1827,59
"2312",1828,47
"2313",1829,83
"2314",1830,71
"2315",1831,72
"2316",1832,37
"2317",1832,71
"2318",1833,25
"2319",1833,60
"2320",1833,72
"2321",1834,48
"2322",1835,60
"2323",1836,60
"2324",1837,48
"2325",1838,59
"2326",1839,60
"2327",1840,59
"2328",1840,60
"2329",1840,82
"2330",1841,71
"2331",1842,60
"2332",1843,60
"2333",1844,59
"2334",1844,60
"2335",1845,71
"2336",1846,71
"2337",1847,59
"2338",1848,49
"2339",1849,48
"2340",1850,37
"2341",1851,25
"2342",1852,25
"2343",1852,37
"2344",1853,60
"2345",1854,1
"2346",1855,71
"2347",1855,72
"2348",1856,71
"2349",1857,36
"2350",1857,59
"2351",1858,48
"2352",1859,83
"2353",1860,24
"2354",1861,47
"2355",1861,71
"2356",1862,59
"2357",1863,60
"2358",1864,24
"2359",1864,49
"2360",1865,48
"2361",1866,60
"2362",1867,60
"2363",1868,48
"2364",1869,36
"2365",1870,71
"2366",1871,25
"2367",1872,48
"2368",1872,59
"2369",1873,59
"2370",1874,60
"2371",1875,59
"2372",1876,13
"2373",1877,72
"2374",1878,71
"2375",1879,36
"2376",1879,83
"2377",1880,13
"2378",1881,48
"2379",1882,47
"2380",1883,71
"2381",1884,48
"2382",1885,60
"2383",1886,48
"2384",1886,72
"2385",1887,83
"2386",1888,72
"2387",1889,13
"2388",1890,60
"2389",1891,60
"2390",1892,59
"2391",1892,72
"2392",1893,60
"2393",1894,48
"2394",1894,71
"2395",1895,47
"2396",1896,35
"2397",1896,60
"2398",1897,47
"2399",1898,37
"2400",1899,37
"2401",1900,13
"2402",1901,60
"2403",1901,72
"2404",1902,60
"2405",1903,59
"2406",1903,60
"2407",1904,71
"2408",1905,49
"2409",1906,48
"2410",1907,48
"2411",1908,48
"2412",1909,83
"2413",1910,60
"2414",1911,71
"2415",1912,48
"2416",1913,47
"2417",1913,71
"2418",1914,72
"2419",1914,83
"2420",1915,72
"2421",1916,13
"2422",1917,13
"2423",1918,47
"2424",1918,59
"2425",1918,71
"2426",1919,60
"2427",1920,71
"2428",1921,60
"2429",1922,48
"2430",1923,36
"2431",1924,83
"2432",1925,24
"2433",1925,47
"2434",1925,59
"2435",1926,25
"2436",1926,48
"2437",1927,59
"2438",1927,71
"2439",1928,48
"2440",1929,13
"2441",1929,47
"2442",1930,60
"2443",1931,71
"2444",1932,60
"2445",1933,48
"2446",1934,60
"2447",1935,48
"2448",1936,59
"2449",1936,72
"2450",1937,47
"2451",1937,72
"2452",1937,83
"2453",1938,59
"2454",1939,48
"2455",1940,60
"2456",1941,72
"2457",1942,71
"2458",1943,13
"2459",1944,47
"2460",1945,72
"2461",1946,71
"2462",1947,37
"2463",1948,36
"2464",1949,36
"2465",1950,48
"2466",1951,60
"2467",1952,25
"2468",1953,48
"2469",1954,37
"2470",1954,60
"2471",1955,60
"2472",1956,71
"2473",1957,47
"2474",1958,59
"2475",1958,71
"2476",1959,25
"2477",1960,48
"2478",1961,36
"2479",1962,60
"2480",1963,48
"2481",1963,71
"2482",1963,72
"2483",1964,59
"2484",1965,59
"2485",1966,72
"2486",1967,71
"2487",1968,72
"2488",1968,83
"2489",1969,47
"2490",1970,37
"2491",1971,37
"2492",1972,72
"2493",1973,71
"2494",1973,83
"2495",1974,60
"2496",1974,71
"2497",1975,24
"2498",1976,36
"2499",1977,72
"2500",1978,49
"2501",1979,60
"2502",1980,60
"2503",1981,60
"2504",1981,72
"2505",1982,71
"2506",1983,60
"2507",1984,49
"2508",1984,59
"2509",1984,71
"2510",1985,60
"2511",1986,60
"2512",1987,35
"2513",1988,71
"2514",1989,25
"2515",1990,59
"2516",1991,48
"2517",1992,36
"2518",1992,83
"2519",1993,60
"2520",1994,59
"2521",1995,60
"2522",1996,13
"2523",1997,60
"2524",1998,13
"2525",1998,25
"2526",1998,60
"2527",1999,48
"2528",2000,72
