"","n","V2"
"1732",1311,72
"1733",1312,70
"1734",1313,47
"1735",1313,83
"1736",1314,95
"1737",1315,13
"1738",1315,48
"1739",1316,84
"1740",1317,48
"1741",1317,60
"1742",1318,106
"1743",1319,36
"1744",1320,84
"1745",1321,82
"1746",1322,60
"1747",1323,25
"1748",1324,49
"1749",1325,71
"1750",1326,25
"1751",1327,60
"1752",1328,60
"1753",1329,48
"1754",1329,60
"1755",1329,71
"1756",1329,83
"1757",1330,95
"1758",1331,72
"1759",1332,95
"1760",1333,60
"1761",1334,84
"1762",1335,83
"1763",1336,83
"1764",1337,72
"1765",1338,84
"1766",1339,59
"1767",1340,59
"1768",1341,48
"1769",1342,37
"1770",1343,47
"1771",1343,83
"1772",1344,83
"1773",1344,84
"1774",1345,59
"1775",1346,83
"1776",1347,37
"1777",1347,84
"1778",1347,95
"1779",1348,84
"1780",1348,95
"1781",1349,59
"1782",1350,71
"1783",1351,48
"1784",1351,95
"1785",1352,95
"1786",1353,71
"1787",1353,95
"1788",1354,72
"1789",1355,84
"1790",1356,48
"1791",1357,60
"1792",1358,83
"1793",1359,60
"1794",1359,83
"1795",1360,72
"1796",1361,48
"1797",1362,48
"1798",1363,49
"1799",1363,95
"1800",1364,95
"1801",1365,48
"1802",1365,59
"1803",1365,71
"1804",1366,95
"1805",1367,95
"1806",1368,25
"1807",1368,48
"1808",1369,48
"1809",1369,71
"1810",1369,95
"1811",1370,72
"1812",1371,59
