"","n","V2"
"1813",1371,71
"1814",1372,60
"1815",1372,82
"1816",1373,71
"1817",1374,60
"1818",1375,84
"1819",1376,47
"1820",1376,83
"1821",1376,95
"1822",1377,60
"1823",1378,71
"1824",1379,83
"1825",1380,83
"1826",1381,48
"1827",1381,60
"1828",1382,59
"1829",1382,83
"1830",1383,83
"1831",1384,84
"1832",1385,83
"1833",1386,83
"1834",1387,83
"1835",1388,59
"1836",1389,48
"1837",1390,37
"1838",1390,60
"1839",1391,95
"1840",1392,84
"1841",1393,95
"1842",1394,83
"1843",1394,84
"1844",1395,48
"1845",1396,48
"1846",1397,59
"1847",1398,71
"1848",1398,84
"1849",1399,60
"1850",1399,95
"1851",1400,60
"1852",1401,60
"1853",1402,60
"1854",1403,24
"1855",1403,36
"1856",1404,48
"1857",1404,60
"1858",1404,72
"1859",1404,83
"1860",1404,95
"1861",1405,60
"1862",1405,72
"1863",1406,48
"1864",1407,71
"1865",1407,83
"1866",1408,61
"1867",1409,83
"1868",1410,83
"1869",1411,47
"1870",1411,59
"1871",1412,106
"1872",1413,48
"1873",1414,95
"1874",1415,84
"1875",1416,95
"1876",1417,48
"1877",1418,49
"1878",1419,83
"1879",1420,48
"1880",1421,83
"1881",1421,84
"1882",1422,25
"1883",1423,71
"1884",1423,95
"1885",1424,83
"1886",1425,72
"1887",1426,59
"1888",1426,95
"1889",1427,71
"1890",1428,59
"1891",1429,71
"1892",1429,95
"1893",1430,83
"1894",1430,84
"1895",1431,36
"1896",1432,47
"1897",1432,83
"1898",1433,72
"1899",1434,60
"1900",1435,72
"1901",1435,84
"1902",1436,72
"1903",1437,95
"1904",1438,25
"1905",1438,36
"1906",1438,95
"1907",1439,72
"1908",1440,95
"1909",1441,106
"1910",1442,106
"1911",1443,24
"1912",1443,47
"1913",1443,95
"1914",1444,60
"1915",1444,95
"1916",1445,72
"1917",1445,84
"1918",1446,49
"1919",1447,2
"1920",1447,26
"1921",1447,37
"1922",1448,49
"1923",1449,60
"1924",1450,72
"1925",1451,48
"1926",1452,48
"1927",1453,83
"1928",1454,72
"1929",1455,71
"1930",1456,60
"1931",1457,84
"1932",1458,84
"1933",1459,71
"1934",1460,71
"1935",1461,59
"1936",1462,95
"1937",1463,25
"1938",1464,60
"1939",1465,95
"1940",1466,59
"1941",1467,60
"1942",1468,49
"1943",1469,60
"1944",1469,95
"1945",1470,59
"1946",1470,71
"1947",1470,83
"1948",1471,60
"1949",1472,47
"1950",1472,59
"1951",1472,71
"1952",1473,72
"1953",1474,71
"1954",1475,48
"1955",1476,49
"1956",1477,84
"1957",1478,83
"1958",1479,83
"1959",1480,95
"1960",1481,36
"1961",1482,71
"1962",1483,83
"1963",1484,49
"1964",1485,72
"1965",1486,47
"1966",1487,25
"1967",1487,72
"1968",1488,95
"1969",1489,48
"1970",1490,83
"1971",1491,95
"1972",1492,35
"1973",1492,94
"1974",1493,72
"1975",1494,83
"1976",1495,83
"1977",1496,48
"1978",1497,47
"1979",1497,60
"1980",1497,106
"1981",1498,36
"1982",1499,71
"1983",1500,95
"1984",1501,48
"1985",1501,83
"1986",1502,71
"1987",1502,72
"1988",1503,25
"1989",1503,84
"1990",1504,47
"1991",1504,59
"1992",1504,71
"1993",1505,95
"1994",1506,35
"1995",1506,84
"1996",1506,95
"1997",1507,83
"1998",1508,71
"1999",1509,24
"2000",1509,83
"2001",1510,83
"2002",1511,36
"2003",1511,84
"2004",1512,59
"2005",1513,71
"2006",1513,83
"2007",1513,95
"2008",1514,106
"2009",1515,60
"2010",1516,36
"2011",1517,71
"2012",1518,48
"2013",1519,48
"2014",1520,48
"2015",1521,47
"2016",1522,25
"2017",1523,48
"2018",1524,48
"2019",1525,36
"2020",1526,48
"2021",1526,59
"2022",1526,60
"2023",1526,72
"2024",1527,106
"2025",1528,71
"2026",1529,95
"2027",1530,24
"2028",1530,95
"2029",1531,61
"2030",1532,84
"2031",1533,83
"2032",1534,59
"2033",1534,60
"2034",1534,83
"2035",1535,48
"2036",1535,72
"2037",1536,83
"2038",1537,83
"2039",1538,71
"2040",1539,71
"2041",1539,83
"2042",1540,60
"2043",1541,95
"2044",1542,13
"2045",1543,37
"2046",1544,48
"2047",1544,95
"2048",1545,48
"2049",1546,59
"2050",1547,61
"2051",1548,71
"2052",1549,84
"2053",1550,61
"2054",1551,72
"2055",1552,71
"2056",1553,95
"2057",1554,59
"2058",1555,83
"2059",1555,95
"2060",1556,83
"2061",1557,84
"2062",1558,83
"2063",1559,71
"2064",1560,71
"2065",1561,71
"2066",1562,59
"2067",1563,71
"2068",1564,48
"2069",1565,83
"2070",1565,94
"2071",1566,95
"2072",1567,72
"2073",1568,95
"2074",1569,83
"2075",1570,36
"2076",1570,47
"2077",1571,83
"2078",1571,95
"2079",1572,59
"2080",1573,83
"2081",1573,95
"2082",1574,61
"2083",1575,60
"2084",1576,71
"2085",1577,95
"2086",1578,48
"2087",1578,83
"2088",1579,71
"2089",1579,72
"2090",1579,84
"2091",1580,36
"2092",1580,72
"2093",1580,83
"2094",1581,106
"2095",1582,60
"2096",1583,84
"2097",1584,71
"2098",1585,60
"2099",1585,72
"2100",1585,84
"2101",1586,48
"2102",1587,83
"2103",1588,59
"2104",1589,95
"2105",1590,84
"2106",1591,36
"2107",1591,48
"2108",1591,72
"2109",1592,83
"2110",1592,95
"2111",1593,84
"2112",1594,84
"2113",1595,83
"2114",1596,95
"2115",1597,48
"2116",1598,84
"2117",1599,24
"2118",1600,60
"2119",1601,25
"2120",1601,37
"2121",1601,72
"2122",1602,84
"2123",1603,47
"2124",1604,83
"2125",1605,94
"2126",1606,84
"2127",1607,95
"2128",1608,71
"2129",1609,61
"2130",1610,83
"2131",1610,84
"2132",1611,84
"2133",1612,37
"2134",1613,72
"2135",1614,83
"2136",1615,11
"2137",1615,46
"2138",1616,49
"2139",1617,83
"2140",1618,36
"2141",1618,95
"2142",1619,60
"2143",1620,48
"2144",1621,48
"2145",1621,83
"2146",1621,95
"2147",1622,83
"2148",1623,47
"2149",1624,95
"2150",1625,36
"2151",1626,59
"2152",1627,95
"2153",1628,48
"2154",1629,25
"2155",1630,83
"2156",1631,82
"2157",1632,36
"2158",1632,48
"2159",1633,48
"2160",1633,95
"2161",1634,60
"2162",1635,84
"2163",1636,72
"2164",1637,47
"2165",1638,106
"2166",1639,71
"2167",1640,84
"2168",1641,36
"2169",1642,59
"2170",1643,83
"2171",1644,71
"2172",1644,72
"2173",1645,83
"2174",1645,106
"2175",1646,36
"2176",1646,47
"2177",1647,59
"2178",1647,83
"2179",1647,106
"2180",1648,83
"2181",1649,59
"2182",1650,106
"2183",1651,84
"2184",1652,72
"2185",1653,36
"2186",1653,84
"2187",1654,36
"2188",1655,37
"2189",1656,48
"2190",1657,83
"2191",1658,60
"2192",1659,36
"2193",1659,83
"2194",1660,13
"2195",1661,49
"2196",1661,83
"2197",1662,83
"2198",1662,95
"2199",1663,71
"2200",1664,48
"2201",1664,71
"2202",1665,59
"2203",1666,82
"2204",1667,95
"2205",1668,48
"2206",1669,48
"2207",1669,60
"2208",1669,71
"2209",1669,95
"2210",1670,71
"2211",1670,83
"2212",1670,95
"2213",1671,84
"2214",1672,84
"2215",1673,49
"2216",1674,72
"2217",1675,59
"2218",1676,71
"2219",1677,72
"2220",1678,47
"2221",1678,60
"2222",1679,60
"2223",1679,71
"2224",1680,95
"2225",1681,94
"2226",1681,95
"2227",1682,71
"2228",1683,37
"2229",1684,95
"2230",1685,95
"2231",1686,84
"2232",1687,83
"2233",1688,13
"2234",1689,95
"2235",1690,71
"2236",1691,13
"2237",1692,95
"2238",1693,59
"2239",1694,47
"2240",1695,84
"2241",1696,49
"2242",1697,47
"2243",1698,36
"2244",1699,95
"2245",1700,83
"2246",1701,84
"2247",1701,95
"2248",1702,71
"2249",1702,84
"2250",1703,84
"2251",1704,71
"2252",1705,59
"2253",1705,83
"2254",1705,95
"2255",1706,71
"2256",1707,95
"2257",1708,71
"2258",1709,83
"2259",1709,84
"2260",1710,84
"2261",1711,48
"2262",1712,36
"2263",1712,48
"2264",1712,59
"2265",1712,60
"2266",1712,83
"2267",1713,83
"2268",1713,84
"2269",1713,95
"2270",1714,36
"2271",1714,48
"2272",1714,71
"2273",1714,72
"2274",1715,47
"2275",1715,48
"2276",1716,48
"2277",1716,72
"2278",1717,71
"2279",1718,60
"2280",1718,61
"2281",1719,84
"2282",1720,83
"2283",1721,71
"2284",1722,24
"2285",1723,83
"2286",1724,60
"2287",1725,95
"2288",1726,48
"2289",1726,72
"2290",1727,60
"2291",1728,71
"2292",1729,48
"2293",1730,48
"2294",1730,59
"2295",1730,95
"2296",1731,83
"2297",1732,47
"2298",1733,84
"2299",1734,84
"2300",1735,72
"2301",1736,48
"2302",1737,59
"2303",1737,84
"2304",1738,95
"2305",1739,83
"2306",1740,71
"2307",1741,84
"2308",1742,48
"2309",1743,59
"2310",1744,25
"2311",1744,72
"2312",1744,84
"2313",1745,72
"2314",1746,48
"2315",1747,83
"2316",1748,25
"2317",1749,106
"2318",1750,59
"2319",1750,71
"2320",1751,72
"2321",1751,84
"2322",1752,59
"2323",1753,72
"2324",1754,59
"2325",1755,25
"2326",1756,84
"2327",1756,95
"2328",1757,60
"2329",1758,36
"2330",1758,48
"2331",1758,95
"2332",1759,13
"2333",1759,61
"2334",1760,36
"2335",1761,60
"2336",1761,71
"2337",1761,83
"2338",1762,24
"2339",1762,95
"2340",1763,36
"2341",1763,71
"2342",1764,95
"2343",1765,84
"2344",1765,95
"2345",1766,60
"2346",1766,83
"2347",1767,60
"2348",1767,84
"2349",1768,72
"2350",1768,83
"2351",1769,60
"2352",1770,25
"2353",1771,95
"2354",1772,49
"2355",1773,83
"2356",1774,83
"2357",1775,35
"2358",1775,47
"2359",1776,83
"2360",1777,48
"2361",1778,36
"2362",1779,71
"2363",1779,72
"2364",1779,84
"2365",1780,61
"2366",1781,84
"2367",1782,25
"2368",1783,59
"2369",1783,106
"2370",1784,59
"2371",1784,71
"2372",1785,72
"2373",1786,84
"2374",1787,37
"2375",1788,71
"2376",1789,84
"2377",1790,25
"2378",1791,84
"2379",1792,36
"2380",1793,59
"2381",1793,71
"2382",1794,72
"2383",1795,59
"2384",1795,71
"2385",1796,47
"2386",1797,60
"2387",1798,48
"2388",1798,83
"2389",1799,36
"2390",1800,1
"2391",1800,13
"2392",1800,84
"2393",1801,36
"2394",1801,72
"2395",1802,60
"2396",1803,84
"2397",1804,60
"2398",1804,72
"2399",1805,36
"2400",1805,59
"2401",1806,84
"2402",1807,60
"2403",1807,95
"2404",1808,83
"2405",1809,61
"2406",1810,60
"2407",1811,61
"2408",1812,48
"2409",1813,48
"2410",1814,60
"2411",1814,72
"2412",1815,83
"2413",1816,48
"2414",1816,95
"2415",1817,36
"2416",1818,71
"2417",1818,95
"2418",1819,36
"2419",1820,25
"2420",1820,48
"2421",1820,71
"2422",1820,83
"2423",1821,47
"2424",1821,71
"2425",1822,25
"2426",1823,48
"2427",1824,60
"2428",1825,106
"2429",1826,59
"2430",1826,84
"2431",1827,95
"2432",1828,72
"2433",1829,94
"2434",1830,23
"2435",1831,48
"2436",1832,60
"2437",1832,83
"2438",1833,83
"2439",1834,83
"2440",1835,13
"2441",1835,72
"2442",1835,84
"2443",1836,36
"2444",1836,95
"2445",1837,83
"2446",1838,36
"2447",1839,84
"2448",1840,36
"2449",1841,59
"2450",1842,25
"2451",1843,48
"2452",1844,59
"2453",1845,36
"2454",1846,84
"2455",1847,48
"2456",1847,71
"2457",1848,37
"2458",1849,84
"2459",1850,47
"2460",1850,72
"2461",1850,83
"2462",1851,84
"2463",1852,60
"2464",1852,84
"2465",1853,83
"2466",1854,59
"2467",1855,36
"2468",1855,83
"2469",1856,72
"2470",1857,83
"2471",1857,95
"2472",1858,83
"2473",1859,72
"2474",1860,60
"2475",1861,106
"2476",1862,84
"2477",1863,60
"2478",1864,84
"2479",1865,84
"2480",1866,59
"2481",1867,83
"2482",1868,71
"2483",1868,72
"2484",1869,83
"2485",1870,95
"2486",1871,48
"2487",1872,83
"2488",1873,83
"2489",1874,47
"2490",1875,60
"2491",1876,83
"2492",1877,48
"2493",1877,60
"2494",1878,95
"2495",1879,59
"2496",1879,83
"2497",1880,36
"2498",1880,60
"2499",1880,61
"2500",1881,48
"2501",1881,83
"2502",1882,59
"2503",1882,95
"2504",1883,72
"2505",1884,47
"2506",1884,71
"2507",1885,60
"2508",1885,71
"2509",1885,84
"2510",1886,60
"2511",1887,83
"2512",1888,95
"2513",1889,60
"2514",1890,71
"2515",1891,84
"2516",1892,48
"2517",1893,83
"2518",1894,59
"2519",1895,72
"2520",1896,60
"2521",1897,59
"2522",1898,71
"2523",1899,59
"2524",1900,70
"2525",1900,71
"2526",1900,106
"2527",1901,83
"2528",1902,83
"2529",1903,25
"2530",1903,48
"2531",1904,59
"2532",1905,71
"2533",1906,60
"2534",1907,71
"2535",1908,36
"2536",1908,71
"2537",1909,94
"2538",1910,71
"2539",1911,71
"2540",1912,60
"2541",1912,83
"2542",1913,59
"2543",1914,95
"2544",1915,37
"2545",1916,72
"2546",1916,83
"2547",1917,71
"2548",1917,83
"2549",1917,84
"2550",1918,95
"2551",1919,59
"2552",1919,60
"2553",1920,47
"2554",1920,71
"2555",1921,60
"2556",1922,72
"2557",1923,60
"2558",1924,48
"2559",1924,95
"2560",1925,48
"2561",1925,84
"2562",1926,59
"2563",1927,83
"2564",1928,60
"2565",1928,71
"2566",1929,72
"2567",1929,84
"2568",1930,48
"2569",1931,47
"2570",1932,59
"2571",1933,84
"2572",1934,48
"2573",1934,61
"2574",1934,83
"2575",1934,84
"2576",1935,71
"2577",1936,95
"2578",1937,59
"2579",1938,84
"2580",1939,48
"2581",1940,95
"2582",1941,60
"2583",1942,48
"2584",1943,49
"2585",1943,72
"2586",1944,72
"2587",1945,48
"2588",1946,95
"2589",1947,25
"2590",1947,36
"2591",1948,83
"2592",1949,60
"2593",1950,59
"2594",1951,59
"2595",1952,84
"2596",1953,35
"2597",1954,95
"2598",1955,84
"2599",1956,83
"2600",1957,83
"2601",1958,60
"2602",1959,48
"2603",1960,72
"2604",1960,84
"2605",1961,95
"2606",1962,12
"2607",1963,83
"2608",1963,84
"2609",1964,48
"2610",1965,48
"2611",1965,59
"2612",1965,83
"2613",1966,49
"2614",1966,60
"2615",1967,48
"2616",1968,71
"2617",1969,84
"2618",1970,72
"2619",1971,36
"2620",1971,83
"2621",1972,36
"2622",1972,71
"2623",1973,60
"2624",1974,36
"2625",1975,83
"2626",1976,48
"2627",1976,83
"2628",1977,36
"2629",1978,95
"2630",1979,72
"2631",1980,60
"2632",1980,84
"2633",1981,95
"2634",1982,48
"2635",1982,72
"2636",1983,59
"2637",1983,72
"2638",1984,59
"2639",1984,95
"2640",1985,59
"2641",1986,48
"2642",1987,48
"2643",1988,48
"2644",1988,60
"2645",1989,47
"2646",1989,72
"2647",1989,84
"2648",1990,59
"2649",1990,72
"2650",1990,83
"2651",1991,48
"2652",1991,83
"2653",1992,48
"2654",1993,72
"2655",1993,83
"2656",1994,48
"2657",1995,48
"2658",1995,72
"2659",1996,72
"2660",1996,95
"2661",1997,71
"2662",1998,84
"2663",1999,13
"2664",2000,36
