"","n","V2"
"230",186,61
"231",187,84
"232",188,83
"233",189,61
"234",190,26
"235",191,49
"236",192,72
"237",193,49
"238",194,28
"239",195,72
"240",196,25
"241",197,61
"242",198,84
"243",199,50
"244",200,38
"245",201,72
"246",202,84
"247",203,4
"248",204,49
"249",205,16
"250",206,61
"251",207,84
"252",208,61
"253",209,49
"254",210,61
"255",211,26
"256",212,14
"257",213,4
"258",214,2
"259",215,28
"260",216,14
"261",216,16
"262",217,28
"263",218,50
"264",219,27
"265",220,27
"266",220,49
"267",221,14
"268",221,16
"269",222,61
"270",223,50
"271",224,37
"272",225,39
"273",226,26
"274",227,4
"275",228,4
"276",229,37
"277",230,37
"278",231,2
"279",232,38
"280",233,49
"281",234,28
"282",235,37
"283",236,49
"284",237,49
"285",237,50
"286",238,27
"287",239,49
"288",240,2
"289",241,37
"290",241,61
"291",242,26
"292",243,38
"293",244,84
"294",245,2
"295",246,4
"296",247,2
"297",248,61
"298",249,15
"299",250,60
"300",251,26
"301",252,14
"302",252,26
"303",252,28
"304",253,4
"305",254,37
"306",255,84
"307",256,26
"308",257,28
"309",258,49
"310",259,27
"311",260,26
"312",261,49
"313",262,61
"314",263,37
"315",264,61
"316",265,37
"317",266,37
"318",266,61
"319",267,49
"320",268,4
"321",269,37
"322",270,50
"323",271,50
"324",272,26
"325",273,4
"326",274,61
"327",275,37
"328",276,50
"329",277,26
"330",278,49
"331",278,61
"332",279,49
"333",280,37
"334",281,84
"335",282,16
"336",282,26
"337",283,37
"338",284,28
"339",285,4
"340",286,16
"341",287,61
"342",288,49
"343",289,38
"344",290,26
"345",291,2
"346",292,61
"347",293,26
"348",294,49
"349",295,37
"350",295,72
"351",296,15
"352",296,38
"353",297,61
"354",298,28
"355",299,26
"356",300,4
"357",301,4
"358",302,28
"359",302,50
"360",303,26
"361",303,28
"362",303,61
"363",304,61
"364",305,26
"365",306,49
"366",307,25
"367",308,28
"368",309,49
"369",310,4
"370",310,16
"371",311,14
"372",311,84
"373",312,49
"374",313,15
"375",314,26
"376",315,50
"377",316,14
"378",317,50
"379",318,28
"380",318,38
"381",319,38
"382",320,26
"383",321,49
"384",322,61
"385",323,26
"386",324,61
"387",325,26
"388",325,84
"389",326,50
"390",327,49
"391",328,61
"392",329,4
"393",330,26
"394",331,26
"395",332,14
"396",333,4
"397",334,61
"398",335,26
"399",336,49
"400",337,61
"401",338,14
"402",339,28
"403",340,16
"404",341,61
"405",342,16
"406",343,26
"407",344,50
"408",345,49
"409",346,49
"410",347,26
"411",348,26
"412",349,84
"413",350,2
"414",351,50
"415",352,16
"416",353,49
"417",354,28
"418",354,49
"419",355,50
"420",356,26
"421",357,26
"422",358,37
"423",359,50
"424",360,50
"425",361,49
"426",362,28
"427",362,37
"428",363,61
"429",364,38
"430",365,28
"431",366,28
"432",366,37
"433",367,4
"434",368,50
"435",369,16
"436",370,26
"437",371,2
"438",372,26
"439",373,50
"440",374,37
"441",375,38
"442",376,2
"443",377,26
"444",378,61
"445",379,26
"446",380,61
"447",381,38
"448",382,49
"449",383,61
"450",384,4
"451",385,26
"452",386,61
"453",387,4
"454",388,26
"455",389,26
"456",390,61
"457",391,50
"458",392,37
"459",393,28
"460",394,38
"461",395,61
"462",396,49
"463",397,28
"464",398,72
"465",399,49
"466",400,61
"467",401,25
"468",401,49
"469",401,84
"470",402,49
"471",402,61
"472",403,61
"473",404,61
"474",405,61
"475",406,26
"476",406,49
"477",407,2
"478",407,37
"479",408,16
"480",408,37
"481",409,84
"482",410,26
"483",411,50
"484",412,2
"485",412,50
"486",413,15
"487",413,49
"488",414,25
"489",415,49
"490",416,84
"491",417,61
"492",418,26
"493",419,2
"494",420,2
"495",421,28
"496",422,61
"497",423,84
"498",424,27
"499",425,26
"500",426,37
"501",426,60
"502",427,16
"503",428,28
"504",429,61
"505",430,14
"506",430,16
"507",431,16
"508",432,61
"509",433,38
"510",434,37
"511",434,49
"512",435,38
"513",436,2
"514",437,72
"515",438,49
"516",439,2
"517",440,4
"518",441,28
"519",442,28
"520",442,49
"521",443,4
"522",444,37
"523",444,49
"524",444,83
"525",445,61
"526",446,4
"527",446,38
"528",447,26
"529",448,15
"530",449,26
"531",449,38
"532",450,38
"533",451,26
"534",451,49
"535",452,14
"536",452,38
"537",453,28
"538",454,37
"539",455,15
"540",456,50
"541",457,26
"542",458,37
"543",458,49
"544",459,2
"545",459,38
"546",460,37
"547",461,15
"548",462,50
"549",463,25
"550",464,84
"551",465,61
"552",466,49
"553",467,61
"554",468,72
"555",469,37
"556",470,49
"557",471,61
"558",472,26
"559",472,28
"560",473,28
"561",474,49
"562",475,61
"563",476,61
"564",477,2
"565",477,37
"566",477,61
"567",478,38
"568",479,61
"569",480,49
"570",481,61
"571",482,84
"572",483,49
"573",484,37
"574",485,26
"575",486,49
"576",487,28
"577",488,49
"578",489,26
"579",490,48
"580",491,37
"581",492,39
"582",493,38
"583",494,72
"584",495,37
"585",496,49
"586",497,61
"587",498,38
"588",499,84
"589",500,4
"590",500,84
"591",501,26
"592",502,38
"593",503,28
"594",504,26
"595",504,50
"596",505,37
"597",505,49
"598",505,61
"599",506,61
"600",507,26
"601",508,49
"602",509,49
"603",510,14
"604",511,84
"605",512,37
"606",513,14
"607",514,14
"608",515,26
"609",515,28
"610",516,61
"611",517,26
"612",518,49
"613",519,61
"614",520,16
"615",520,39
"616",521,61
"617",522,37
"618",523,49
"619",524,61
"620",525,50
"621",526,4
"622",527,61
"623",528,49
"624",529,50
"625",530,49
"626",531,28
"627",532,15
"628",533,50
"629",534,61
"630",535,25
"631",535,61
"632",536,61
"633",537,61
"634",538,61
"635",539,28
"636",540,50
"637",541,61
"638",542,15
"639",543,26
"640",544,37
"641",544,61
"642",545,49
"643",546,49
"644",547,49
"645",548,4
"646",549,84
"647",550,61
"648",551,16
"649",552,4
"650",553,72
"651",554,49
"652",555,26
"653",556,49
"654",557,61
"655",558,38
"656",559,26
"657",560,4
"658",561,49
"659",562,38
"660",563,2
"661",564,61
"662",565,49
"663",566,26
"664",567,49
"665",568,61
"666",569,84
"667",570,50
"668",571,37
"669",571,84
"670",572,27
"671",573,4
"672",573,16
"673",573,26
"674",574,37
"675",574,49
"676",575,60
"677",576,50
"678",577,49
"679",578,49
"680",579,61
"681",580,26
"682",581,61
"683",582,61
"684",583,2
"685",584,4
"686",585,37
"687",586,16
"688",587,49
"689",588,16
"690",589,61
"691",590,16
"692",591,49
"693",591,61
"694",592,61
"695",593,25
"696",594,37
"697",594,61
"698",595,4
"699",595,37
"700",596,15
"701",597,26
"702",598,61
"703",599,4
"704",600,49
"705",601,2
"706",601,26
"707",601,28
"708",601,49
"709",602,49
"710",603,49
"711",604,61
"712",604,84
"713",605,2
"714",606,4
"715",607,26
"716",608,28
"717",609,84
"718",610,49
"719",611,26
"720",612,61
"721",613,61
"722",614,14
"723",615,37
"724",616,37
"725",617,4
"726",617,61
"727",618,2
"728",619,61
"729",620,2
"730",621,4
"731",622,61
"732",623,49
"733",624,26
"734",625,2
"735",626,14
"736",627,72
"737",628,16
"738",629,37
"739",630,14
"740",631,25
"741",632,26
"742",632,28
"743",633,15
"744",633,16
"745",634,49
"746",635,50
"747",636,49
"748",637,39
"749",638,37
"750",639,2
"751",640,16
"752",640,61
"753",641,2
"754",641,26
"755",642,2
"756",643,61
"757",644,2
"758",645,26
"759",646,50
"760",647,49
"761",648,37
"762",648,61
"763",649,61
"764",650,49
"765",651,4
"766",652,38
"767",653,37
"768",654,61
"769",655,2
"770",656,37
"771",657,37
"772",658,25
"773",659,37
"774",660,37
"775",660,38
"776",660,61
"777",661,37
"778",662,61
"779",663,2
"780",664,49
"781",665,14
"782",666,38
"783",667,2
"784",668,37
"785",669,16
"786",670,14
"787",671,61
"788",672,37
"789",672,49
"790",673,4
"791",674,2
"792",675,37
"793",676,61
"794",677,72
"795",678,25
"796",679,28
"797",680,83
"798",681,49
"799",682,26
"800",683,49
"801",684,61
"802",685,49
"803",686,49
"804",687,2
"805",688,37
"806",689,28
"807",690,50
"808",691,25
"809",692,61
"810",693,26
"811",694,37
"812",695,2
"813",696,26
"814",697,2
"815",698,49
"816",699,49
"817",699,61
"818",700,49
"819",701,61
"820",702,37
"821",703,49
"822",704,37
"823",705,26
"824",705,50
"825",706,25
"826",706,49
"827",707,38
"828",708,2
"829",709,49
"830",710,28
"831",711,48
"832",711,49
"833",712,26
"834",713,26
"835",714,49
"836",715,4
"837",716,37
"838",717,38
"839",718,61
"840",719,37
"841",720,26
"842",721,50
"843",722,2
"844",723,28
"845",724,28
"846",725,61
"847",726,4
"848",727,14
"849",728,61
"850",729,2
"851",730,37
"852",730,49
"853",730,50
"854",731,4
"855",732,37
"856",732,71
"857",733,4
"858",734,61
"859",735,4
"860",735,16
"861",735,26
"862",736,39
"863",737,4
"864",738,26
"865",739,14
"866",740,37
"867",741,26
"868",742,25
"869",743,61
"870",744,50
"871",745,26
"872",746,14
"873",747,61
"874",748,2
"875",749,28
"876",750,26
"877",750,28
"878",751,39
"879",752,49
"880",753,16
"881",754,28
"882",755,50
"883",756,2
"884",756,15
"885",757,2
"886",758,26
"887",759,25
"888",760,16
"889",761,49
"890",762,60
"891",763,72
"892",764,4
"893",765,84
"894",766,38
"895",767,26
"896",768,49
"897",768,61
"898",769,2
"899",770,84
"900",771,16
"901",772,38
"902",773,49
"903",774,16
"904",775,26
"905",776,49
"906",777,2
"907",778,26
"908",779,49
"909",779,50
"910",780,37
"911",781,26
"912",782,14
"913",783,37
"914",784,2
"915",784,37
"916",785,2
"917",785,49
"918",786,49
"919",787,26
"920",788,38
"921",789,49
"922",789,61
"923",790,72
"924",791,26
"925",792,49
"926",793,49
"927",794,49
"928",795,49
"929",796,28
"930",797,37
"931",798,60
"932",799,37
"933",800,50
"934",801,14
"935",802,26
"936",803,72
"937",804,25
"938",804,61
"939",805,14
"940",806,61
"941",807,25
"942",808,61
"943",809,37
"944",810,26
"945",811,2
"946",811,26
"947",811,28
"948",812,14
"949",813,2
"950",814,49
"951",815,84
"952",816,28
"953",817,2
"954",818,49
"955",819,4
"956",820,26
"957",821,37
"958",822,72
"959",823,4
"960",823,61
"961",824,61
"962",825,28
"963",826,4
"964",827,50
"965",828,28
"966",829,49
"967",830,60
"968",831,61
"969",832,4
"970",833,72
"971",834,25
"972",835,49
"973",836,2
"974",837,49
"975",838,49
"976",839,72
"977",840,38
"978",841,38
"979",842,37
"980",843,38
"981",844,14
"982",845,61
"983",845,83
"984",846,49
"985",846,50
"986",847,25
"987",848,4
"988",849,14
"989",849,15
"990",849,26
"991",850,26
"992",851,37
"993",852,26
"994",853,26
"995",854,49
"996",855,26
"997",856,4
"998",857,61
"999",858,26
"1000",858,49
"1001",859,49
"1002",860,28
"1003",861,4
"1004",862,61
"1005",863,2
"1006",863,49
"1007",864,15
"1008",864,72
"1009",865,49
"1010",866,26
"1011",867,37
"1012",868,38
"1013",869,2
"1014",870,26
"1015",870,50
"1016",871,37
"1017",872,61
"1018",873,4
"1019",874,49
"1020",875,2
"1021",876,26
"1022",877,16
"1023",878,2
"1024",879,2
"1025",880,25
"1026",880,61
"1027",881,4
"1028",881,84
"1029",882,16
"1030",883,49
"1031",884,2
"1032",885,2
"1033",886,49
"1034",887,61
"1035",888,4
"1036",888,26
"1037",889,61
"1038",890,49
"1039",891,26
"1040",892,49
"1041",893,61
"1042",894,84
"1043",895,2
"1044",896,50
"1045",897,37
"1046",898,50
"1047",898,61
"1048",899,2
"1049",900,38
"1050",901,49
"1051",902,61
"1052",903,61
"1053",904,26
"1054",905,49
"1055",906,2
"1056",906,15
"1057",906,28
"1058",907,2
"1059",908,16
"1060",909,61
"1061",910,49
"1062",911,28
"1063",912,26
"1064",913,2
"1065",914,4
"1066",915,72
"1067",916,37
"1068",917,37
"1069",918,26
"1070",919,17
"1071",920,38
"1072",921,28
"1073",922,61
"1074",923,95
"1075",924,60
"1076",925,61
"1077",926,61
"1078",927,61
"1079",928,49
"1080",929,84
"1081",930,38
"1082",931,28
"1083",932,14
"1084",933,49
"1085",934,61
"1086",935,15
"1087",935,38
"1088",936,37
"1089",937,26
"1090",938,49
"1091",939,4
"1092",940,61
"1093",941,49
"1094",942,49
"1095",943,49
"1096",944,61
"1097",945,25
"1098",946,28
"1099",947,49
"1100",948,28
"1101",949,2
"1102",949,49
"1103",950,2
"1104",950,49
"1105",951,72
"1106",952,39
"1107",953,26
"1108",954,49
"1109",954,61
"1110",955,49
"1111",956,61
"1112",957,14
"1113",957,38
"1114",958,4
"1115",958,61
"1116",959,49
"1117",959,72
"1118",960,50
"1119",960,61
"1120",961,72
"1121",962,2
"1122",963,50
"1123",963,61
"1124",964,61
"1125",965,61
"1126",966,50
"1127",967,37
"1128",968,2
"1129",968,26
"1130",969,37
"1131",970,61
"1132",971,38
"1133",972,2
"1134",972,49
"1135",972,61
"1136",973,37
"1137",974,14
"1138",975,49
"1139",976,38
"1140",977,2
"1141",978,26
"1142",979,26
"1143",980,26
"1144",981,61
"1145",982,26
"1146",983,61
"1147",984,28
"1148",985,61
"1149",986,25
"1150",986,49
"1151",987,49
"1152",988,49
"1153",989,49
"1154",990,61
"1155",991,2
"1156",992,49
"1157",993,2
"1158",993,61
"1159",994,38
"1160",995,49
"1161",996,49
"1162",996,61
"1163",997,84
"1164",998,14
"1165",998,61
"1166",999,37
"1167",1000,2
"1168",1001,4
"1169",1002,37
"1170",1003,4
"1171",1004,14
"1172",1005,37
"1173",1005,61
"1174",1006,14
"1175",1007,49
"1176",1008,4
"1177",1008,49
"1178",1009,49
"1179",1010,84
"1180",1011,72
"1181",1012,61
"1182",1013,37
"1183",1014,2
"1184",1014,38
"1185",1015,61
"1186",1016,49
"1187",1016,61
"1188",1017,49
"1189",1018,2
"1190",1019,26
"1191",1020,26
"1192",1021,37
"1193",1022,16
"1194",1023,38
"1195",1024,25
"1196",1025,61
"1197",1026,49
"1198",1027,15
"1199",1028,26
"1200",1029,84
"1201",1030,4
"1202",1031,72
"1203",1032,26
"1204",1033,49
"1205",1034,4
"1206",1034,28
"1207",1035,28
"1208",1036,4
"1209",1037,26
"1210",1038,25
"1211",1038,49
"1212",1039,49
"1213",1040,61
"1214",1041,37
"1215",1042,37
"1216",1043,49
"1217",1044,4
"1218",1045,2
"1219",1045,61
"1220",1046,49
"1221",1047,2
"1222",1048,37
"1223",1049,72
"1224",1050,61
"1225",1051,50
"1226",1052,2
"1227",1052,61
"1228",1052,84
"1229",1053,61
"1230",1054,28
"1231",1055,15
"1232",1056,72
"1233",1057,61
"1234",1058,61
"1235",1059,28
"1236",1060,4
"1237",1061,38
"1238",1062,37
"1239",1063,49
"1240",1064,25
"1241",1064,49
"1242",1065,2
"1243",1065,49
"1244",1065,61
"1245",1066,37
"1246",1067,26
"1247",1068,26
"1248",1069,61
"1249",1070,2
"1250",1071,37
"1251",1072,49
"1252",1073,49
"1253",1074,38
"1254",1075,26
"1255",1076,14
"1256",1076,28
"1257",1077,28
"1258",1078,26
"1259",1079,49
"1260",1080,61
"1261",1081,2
"1262",1082,14
"1263",1083,84
"1264",1084,4
"1265",1084,26
"1266",1085,26
"1267",1086,2
"1268",1087,37
"1269",1088,26
"1270",1089,25
"1271",1090,50
"1272",1091,72
"1273",1092,84
"1274",1093,61
"1275",1094,25
"1276",1095,27
"1277",1095,61
"1278",1096,16
"1279",1096,26
"1280",1097,49
"1281",1098,61
"1282",1099,37
"1283",1099,49
"1284",1100,61
"1285",1101,84
"1286",1102,4
"1287",1103,2
"1288",1104,26
"1289",1105,26
"1290",1105,50
"1291",1106,49
"1292",1107,49
"1293",1108,26
"1294",1108,61
"1295",1109,61
"1296",1110,26
"1297",1111,49
"1298",1112,14
"1299",1113,50
"1300",1114,49
"1301",1114,50
"1302",1115,26
"1303",1116,25
"1304",1117,4
"1305",1117,16
"1306",1118,26
"1307",1119,37
"1308",1120,37
"1309",1121,26
"1310",1122,49
"1311",1123,16
"1312",1124,26
"1313",1124,37
"1314",1125,61
"1315",1126,50
"1316",1127,28
"1317",1127,38
"1318",1128,49
"1319",1129,14
"1320",1129,61
"1321",1130,2
"1322",1130,61
"1323",1131,72
"1324",1132,61
"1325",1133,4
"1326",1134,49
"1327",1135,37
"1328",1136,50
"1329",1137,61
"1330",1138,2
"1331",1138,61
"1332",1139,25
"1333",1140,28
"1334",1141,49
"1335",1142,2
"1336",1142,25
"1337",1143,26
"1338",1143,50
"1339",1144,72
"1340",1145,61
"1341",1146,25
"1342",1147,4
"1343",1147,49
"1344",1148,37
"1345",1149,49
"1346",1150,28
"1347",1151,49
"1348",1152,84
"1349",1153,4
"1350",1154,2
"1351",1155,50
"1352",1156,2
"1353",1157,26
"1354",1158,28
"1355",1159,2
"1356",1160,37
"1357",1160,61
"1358",1161,61
"1359",1162,16
"1360",1163,14
"1361",1164,49
"1362",1165,26
"1363",1165,28
"1364",1165,50
"1365",1166,26
"1366",1166,49
"1367",1167,14
"1368",1168,14
"1369",1169,50
"1370",1170,2
"1371",1171,15
"1372",1172,61
"1373",1173,38
"1374",1174,38
"1375",1175,61
"1376",1176,4
"1377",1177,2
"1378",1178,4
"1379",1178,61
"1380",1179,49
"1381",1179,84
"1382",1180,72
"1383",1181,2
"1384",1181,50
"1385",1182,28
"1386",1183,26
"1387",1183,28
"1388",1184,61
"1389",1185,39
"1390",1186,37
"1391",1187,28
"1392",1187,49
"1393",1188,61
"1394",1189,49
"1395",1190,28
"1396",1190,49
"1397",1191,2
"1398",1191,49
"1399",1191,61
"1400",1192,84
"1401",1193,2
"1402",1194,2
"1403",1195,28
"1404",1196,14
"1405",1197,26
"1406",1198,49
"1407",1199,49
"1408",1199,61
"1409",1200,49
"1410",1200,61
"1411",1201,26
"1412",1202,49
"1413",1203,61
"1414",1204,26
"1415",1205,72
"1416",1206,16
"1417",1206,17
"1418",1207,37
"1419",1208,61
"1420",1209,14
"1421",1210,15
"1422",1210,50
"1423",1211,50
"1424",1212,61
"1425",1213,61
"1426",1214,61
"1427",1215,50
"1428",1216,2
"1429",1216,14
"1430",1217,26
"1431",1218,61
"1432",1219,38
"1433",1219,61
"1434",1220,49
"1435",1220,61
"1436",1221,14
"1437",1221,16
"1438",1221,38
"1439",1222,26
"1440",1223,49
"1441",1224,2
"1442",1225,49
"1443",1226,26
"1444",1227,61
"1445",1228,14
"1446",1228,26
"1447",1229,61
"1448",1230,14
"1449",1231,37
"1450",1232,37
"1451",1233,61
"1452",1234,49
"1453",1235,49
"1454",1236,16
"1455",1237,49
"1456",1238,38
"1457",1239,16
"1458",1240,84
"1459",1241,49
"1460",1242,26
"1461",1243,4
"1462",1244,50
"1463",1245,37
"1464",1246,26
"1465",1247,61
"1466",1248,49
"1467",1249,61
"1468",1250,4
"1469",1251,50
"1470",1252,38
"1471",1253,37
"1472",1253,49
"1473",1254,61
"1474",1255,61
"1475",1256,16
"1476",1256,50
"1477",1257,28
"1478",1258,16
"1479",1258,37
"1480",1259,37
"1481",1259,49
"1482",1259,50
"1483",1260,14
"1484",1261,84
"1485",1262,37
"1486",1263,50
"1487",1264,16
"1488",1264,28
"1489",1265,49
"1490",1266,2
"1491",1266,37
"1492",1267,26
"1493",1268,61
"1494",1269,26
"1495",1270,61
"1496",1271,4
"1497",1272,50
"1498",1273,28
"1499",1274,49
"1500",1275,4
"1501",1276,50
"1502",1277,26
"1503",1278,28
"1504",1279,2
"1505",1279,14
"1506",1280,49
"1507",1280,61
"1508",1281,16
"1509",1282,25
"1510",1283,61
"1511",1284,37
"1512",1285,25
"1513",1286,26
"1514",1287,4
"1515",1288,26
"1516",1289,16
"1517",1290,61
"1518",1291,84
"1519",1292,26
"1520",1293,39
"1521",1294,28
"1522",1295,72
"1523",1296,25
"1524",1296,37
"1525",1297,28
"1526",1298,84
"1527",1299,37
"1528",1299,61
"1529",1300,61
"1530",1301,15
"1531",1302,4
"1532",1303,26
"1533",1304,50
"1534",1305,49
"1535",1306,37
"1536",1306,49
"1537",1306,61
"1538",1307,50
"1539",1308,26
"1540",1309,4
"1541",1309,25
"1542",1310,49
"1543",1310,50
"1544",1311,25
"1545",1312,2
"1546",1313,61
"1547",1314,4
"1548",1315,26
"1549",1316,49
"1550",1317,61
"1551",1318,49
"1552",1319,26
"1553",1320,16
"1554",1321,26
"1555",1321,72
"1556",1321,84
"1557",1322,26
"1558",1323,37
"1559",1324,28
"1560",1325,84
"1561",1326,61
"1562",1327,25
"1563",1327,49
"1564",1328,61
"1565",1329,2
"1566",1329,49
"1567",1330,49
"1568",1331,37
"1569",1331,49
"1570",1331,61
"1571",1332,2
"1572",1332,61
"1573",1333,28
"1574",1334,50
"1575",1335,38
"1576",1336,26
"1577",1337,26
"1578",1338,14
"1579",1339,37
"1580",1340,72
"1581",1341,2
"1582",1342,28
"1583",1343,49
"1584",1344,37
"1585",1345,50
"1586",1346,26
"1587",1347,15
"1588",1348,49
"1589",1349,25
"1590",1349,49
"1591",1350,61
"1592",1351,14
"1593",1352,28
"1594",1353,38
"1595",1354,4
"1596",1354,49
"1597",1355,50
"1598",1356,38
"1599",1357,16
"1600",1358,72
"1601",1359,49
"1602",1360,37
"1603",1360,49
"1604",1361,84
"1605",1362,37
"1606",1363,61
"1607",1364,61
"1608",1365,37
"1609",1366,26
"1610",1367,50
"1611",1368,26
"1612",1368,61
"1613",1369,50
"1614",1369,61
"1615",1370,28
"1616",1371,37
"1617",1371,49
"1618",1372,2
"1619",1372,4
"1620",1373,38
"1621",1374,4
"1622",1374,26
"1623",1375,26
"1624",1376,72
"1625",1377,72
"1626",1378,61
"1627",1379,50
"1628",1380,4
"1629",1381,28
"1630",1382,16
"1631",1382,28
"1632",1383,61
"1633",1384,2
"1634",1385,25
"1635",1386,2
"1636",1386,26
"1637",1386,61
"1638",1387,49
"1639",1388,61
"1640",1389,49
"1641",1389,61
"1642",1390,49
"1643",1391,4
"1644",1392,14
"1645",1392,27
"1646",1393,72
"1647",1394,2
"1648",1395,4
"1649",1395,49
"1650",1395,61
"1651",1396,27
"1652",1396,28
"1653",1397,26
"1654",1398,61
"1655",1399,38
"1656",1400,50
"1657",1401,14
"1658",1402,2
"1659",1402,28
"1660",1402,61
"1661",1403,38
"1662",1404,49
"1663",1405,49
"1664",1405,72
"1665",1406,26
"1666",1407,38
"1667",1408,49
"1668",1409,26
"1669",1410,26
"1670",1410,50
"1671",1411,49
"1672",1412,15
"1673",1413,84
"1674",1414,37
"1675",1415,4
"1676",1415,16
"1677",1415,61
"1678",1416,61
"1679",1417,4
"1680",1418,25
"1681",1418,60
"1682",1419,4
"1683",1420,26
"1684",1421,61
"1685",1422,38
"1686",1423,50
"1687",1424,61
"1688",1425,26
"1689",1425,50
"1690",1426,61
"1691",1427,25
"1692",1428,60
"1693",1429,14
"1694",1429,38
"1695",1430,61
"1696",1431,84
"1697",1432,14
"1698",1433,28
"1699",1434,49
"1700",1435,49
"1701",1436,28
"1702",1437,61
"1703",1438,61
"1704",1438,83
"1705",1439,4
"1706",1440,61
"1707",1441,50
"1708",1442,50
"1709",1443,16
"1710",1444,38
"1711",1445,25
"1712",1446,61
"1713",1447,39
"1714",1448,37
"1715",1449,61
"1716",1450,26
"1717",1451,50
"1718",1452,37
"1719",1453,2
"1720",1454,26
"1721",1454,61
"1722",1455,27
"1723",1456,84
"1724",1457,28
"1725",1458,38
"1726",1459,16
"1727",1460,84
"1728",1461,4
"1729",1462,61
"1730",1463,14
"1731",1464,49
"1732",1465,16
"1733",1466,49
"1734",1467,2
"1735",1468,37
"1736",1469,16
"1737",1470,28
"1738",1470,38
"1739",1471,61
"1740",1472,39
"1741",1473,49
"1742",1474,26
"1743",1475,26
"1744",1476,61
"1745",1477,14
"1746",1478,2
"1747",1478,4
"1748",1478,49
"1749",1479,49
"1750",1480,49
"1751",1481,61
"1752",1482,61
"1753",1483,4
"1754",1484,26
"1755",1484,49
"1756",1485,49
"1757",1486,38
"1758",1487,37
"1759",1487,61
"1760",1488,84
"1761",1489,61
"1762",1490,49
"1763",1491,49
"1764",1491,61
"1765",1492,4
"1766",1493,84
"1767",1494,50
"1768",1495,61
"1769",1496,2
"1770",1497,61
"1771",1498,84
"1772",1499,4
"1773",1500,61
"1774",1501,50
"1775",1502,16
"1776",1503,4
"1777",1503,26
"1778",1504,26
"1779",1504,38
"1780",1505,25
"1781",1506,25
"1782",1506,26
"1783",1506,37
"1784",1507,26
"1785",1508,16
"1786",1509,50
"1787",1510,28
"1788",1511,25
"1789",1512,61
"1790",1513,61
"1791",1514,28
"1792",1515,4
"1793",1515,84
"1794",1516,37
